,date,comment,bookname,rate,bookID,like
195,1398/05/21,"خیلی مفید بود.اوضاع سیاسی زمان ائمه تا حد زیادی برام روشن شد.
درمورد امام باقر ،امام جواد و امام هادی هم کاش بیاناتی داشتن.
سپاس از طاقچه",سیری در سیره ائمه اطهار,5.0,81.0,1.0
196,1397/11/07,"در کل کتابهای شهید مطهری مورد تایید بزرگان است ولی محتوا و موضوع این کتاب بیشتر شرح وقایع تاریخی دوران امامت ائمه معصومین ع است،و پاسخ به بسیاری از شبهاتی که ممکن است مطرح شود.
یک نمونه از شبهات،پاسخ به چراییه صلح امام حسن (ع)و قیام امام حسین(ع) و مقایسه ی این دو،
یا چراییه قبول ولایت عهدی مامون از طرف امام رضا و مسائل دیگری از این قسم...
افرادی که علاقمند به مسائل تاریخی هستند میتوانند از این کتاب استفاده کنند.",سیری در سیره ائمه اطهار,4.0,81.0,7.0
197,1397/11/01,"کتاب های شهید مطهری، در سایت خود موسسه ایشون رایگان گذاشته شده.
چجوری میگید خلاف قانون یا اخلاقه؟",سیری در سیره ائمه اطهار,5.0,81.0,4.0
198,1397/03/24,مثل اکثر کتابای استاد عالیه ،فک کنم کمتر کسی باشه که یدونه از کتابای ایشون رو خونده باشه و به بقیش جذب نشه,سیری در سیره ائمه اطهار,5.0,81.0,5.0
199,1395/08/11,"در مورد آشنایی با سیرهٔ پیروان اهل بیت، و شیعیان راستین کتابهای موسسه شمس الشموس پیشنهاد می شود.
کتاب العبد و دلشده را از طاقچه تهیه نمایید.",سیری در سیره ائمه اطهار,5.0,81.0,1.0
200,1395/04/10,"خدا رحمت کنه آبت الله مطهری رو
خیلی خوبه",سیری در سیره ائمه اطهار,5.0,81.0,0.0
201,1394/05/11,عالی,سیری در سیره ائمه اطهار,5.0,81.0,0.0
202,1394/04/12,ali,سیری در سیره ائمه اطهار,5.0,81.0,0.0
203,1398/08/10,"در این کتاب پس از روشن سازی مفاهیمی ، بیشتر به سیره نبوی پیرامون تبلیغ دین پرداخته شده که با وجود تفاسیر زیبا و عمیق استاد ، همچون قطره ای در مقابل اقیانوس سیره ی نبویست ، و به نظرم جا داشته و داره که تا چندین جلد ادامه پیدا کنه چرا که در زمینه های مختلف میشه این سیر و سبک پیامبر رو تحلیل کرد...
اخلاق حسنه ،لطافت رفتاری ووسعت روحی حضرت رسول، رقت و عطوفت قلبی در مخاطب ایجاد میکنه که اشک به دیده جاری میشه...
بخش آخربه زندگانی ایشان و جملاتی ناب ختم میشه که واقعا قابل تامل و تاثیر گذاره. 🍃رحمت خداوند هر ثانیه به روح بلند شهید مطهری 🍃",سیری در سیره نبوی,5.0,82.0,4.0
204,1398/06/15,"سوالات بسیاری را پاسخ دادند
عالی بود⁦👌🏻⁩⁦👌🏻⁩⁦👌🏻⁩
خدایشان بیامرزد🌹",سیری در سیره نبوی,5.0,82.0,6.0
205,1398/02/28,بسیار زیبا .باز هم یک نگاه جدید را استاد مطرح میکنن.هم نسبت به ماهیت سیره هم وظیفه ما و هم به طور خاص بررسی سیره رسوال الله صلوات الله علیه وآله,سیری در سیره نبوی,5.0,82.0,3.0
206,1398/02/03,"این کتاب واقعا کتاب بی نظیریه. شهید مطهری در این کتاب ویژگی های شخصیتی پیامبر رو توضیح میده و بسیار آموزنده است. نثر کتاب هم خیلی روانِ طوری که آدم رو اصلا خسته نمیکنه.👍
برای شناختن اسلام واقعا باید یک دور کتاب های شهید مطهری رو خوند.",سیری در سیره نبوی,5.0,82.0,3.0
207,1398/09/28,کد تخفیف 50 درصد کسی داره؟,سیری در نهج البلاغه,5.0,83.0,0.0
208,1398/08/30,"کد تخفیف۲۰%
SB984Z3Y6RTWP1",سیری در نهج البلاغه,5.0,83.0,0.0
209,1398/02/28,فقط بگویم که چند روزی در ابن کتاب زندگی کردم,سیری در نهج البلاغه,5.0,83.0,5.0
210,1395/11/20,"گفته اند یکی از یاران امیر المؤمنین (ع) ، به نام همّام، که مردی عابد بود گفت: «ای امیر مؤمنان، پرهیزگاران را برای من بستای چنانکه گویی به آنان می نگرم»
 امام در پاسخ او درنگی نمود،، سپس فرمود: «ای همّام از خدا بترس و نیکوکار باش که «همانا خدا با کسانی است که پرهیزگارند و آنان که نیکو کردارند.»
 همّام خرسند نگردید و به سوگند، بر امام اصرار ورزید. امام (ع) خدا را ستود و بر او ثنا گفت و بر پیامبر (ص) و آل او درود فرستاد، سپس فرمود:
 امّا بعد، خدای سبحان و برتر از همگان، جهانیان را آفرید حالی که بی نیاز بود از طاعتشان و از نافرمانی شان در امان. چه از نافرمانی آن که او را عصیان کند بدو زیانی نرسد، و طاعت آن کس که فرمانش را برد بدو سودی ندهد. سپس روزی آنان را میانشان قسمت کرد و بداد، و هر یک را در جایی که در خور اوست نهاد.
 پس پرهیزگاران خداوندان فضیلتند در این جهان، گفتارشان صواب است و میانه روی شان شعار، و فروتنند در رفتار و گفتار، دیده هاشان را از آنچه خدا بر آنان حرام کرده پوشیده اند، و گوشهاشان را به دانشی که آنان را سودمند است بداشته- و آن را نیوشیده- . 
در سختی چنان به سر می برند، که گویی به آسایش اندرند. و اگر نه این است که زندگی شان را مدّتی است که باید گذراند، جانهاشان یک چشم به هم زدن در کالبد نمی ماند، از شوق رسیدن به پاداش- آن جهان- یا از بیم ماندن و گناه کردن- در این جهان- .
آفریدگار در اندیشه آنان بزرگ بود، پس هر چه جز اوست در دیده هاشان خرد نمود. بهشت برای آنان چنان است که گویی آن را دیده اند و در آسایش آن به سر می برند، و دوزخ چنان که آن را دیده اند و در عذابش اندرند.

قسمتی از خطبه همام ، نهج البلاغه ،ترجمه شهیدی",سیری در نهج البلاغه,4.0,83.0,3.0
211,1395/07/17,"دوستانی که  با مطالعه pdf آثار شهید مطهری مشکل دارن، می تونن از نرم افزار ""کتابخانه مطهر ۲""  استفاده بکنن.",سیری در نهج البلاغه,0.0,83.0,0.0
212,1395/07/17," جرج جرداق مسیحی۲۰۰بار نهج البلاغه را خوانده?
بسم الله الرحمن الرحیم

اللَّهُمَّ صَلِّ عَلَی مُحَمَّدٍ وآلِ مُحَمَّدٍ وعَجِّلْ فَرَجَهُمْ

 جرج جرداق مسیحی۲۰۰بار نهج البلاغه را خوانده?
!!!!! چرا؟چرا؟چرا؟
خود جرج جرداق میگوید یک روز در یک همایش فرهنگی ،یکی از دوستان مسلمانم کتابی به من هدیه داد و گفت این کتاب نوشته های یکی از امامان ماست.جرج میگوید :از او پرسیدم این کتاب مربوط به چه زمانی است؟دوست مسلمانم گفت:۱۴۰۰سال پیش حدودا،نوشته شده. جرج میگوید با خودم گفتم مطالب۱۴۰۰سال پیش به چه درد ما می خورد،اما به رسم احترام و با خوشرویی این هدیه را گرفتم و به منزل بردم. یک روز از روی بی حوصلگی کتاب نهج البلاغ را ورق زدم و نگاهی گذرا به مطالب کتاب انداختم. یک مطلبی خواندم که نظرم را جلب کرد:(اینکه ماده اولیه همه کاینات و موجودات عالم از آب است.)جرج میگوید: ا همیتی ندادم.وکتاب را کناری گذاشتم و دیگر سراغش نرفتم تا اینکه یک سال بعد در کنفرانسی بین المللی شرکت کردم که دانشمندان جدیدترین یافته های علمی خود را بیان میکردند.یکی از دانشمتدان در مقاله علمی اش این نکته را گفت که تحقیقات علمی نشان می دهد که
?
ماده تشکیل دهنده همه موجودات را آب تشکیل میدهد
?
جرج جرداق میگوید با شنیدن این مطلب به یاد آن جمله نهج البلاغه افتادم و بعد از بازگشت فورا به سراغ نهج البلاغه رفتم و شروع کردم به خواندن مطالب آن و بسیار تاسف خوردم که چرا از اهمیت این کتاب غافل بودم..هربار که این کتاب را میخواندم نگرشها و یافته ها و افقهای جدیدی از علوم مختلف برایم آشکار میشد.
۰
۰
۰
جرج جرداق تا آخر عمرش موفق شد ۲۰۰بار نهج البلاغه رابخواند.
۰
۰
۰
اما ما مسلمانها تاکنون چندبار نهج البلاغه را خوانده ایم؟؟؟؟؟؟ حتی یکبار؟حتی یک خطبه؟ آیا مولایمان را خوب میشناسیم؟آیا حقش را ادا کرده ایم؟
پشت کتاب جرج جرداق مسیحی :

O’Ali,
!If I say you’re superior to Jesus Christ, my religion cannot accept it
!If I say he’s superior to you, my conscience won’t accept it
!I don’t say you’re God
:…So, tell us yourself, o’Ali
!?Who are you

” ای علی !
اگر بگویم تو از مسیح بالاتری ،
دینم نمی پذیرد . !
اگر بگویم او از تو بالاتر است ،
وجدانم نمی پذیرد. !
نمی گویم تو خدا هستی … !
پس خودت بگو به ما ای علی :
تو کیستی ؟ ! “

اللَّهُمَّ صَلِّ عَلَی مُحَمَّدٍ وآلِ مُحَمَّدٍ وعَجِّلْ فَرَجَهُمْ",سیری در نهج البلاغه,5.0,83.0,10.0
213,1395/07/17,"کاش این کتاب رو از حالت pdfخارج کنین.
کتاب ب این ارزشمندی pdfارائه بشه حیفه واقعا.
لطفا ترتیب اثر بدید تا افراد بیشتری مطالعه کنن.",سیری در نهج البلاغه,5.0,83.0,2.0
214,1395/07/17,"من کتاب ""الغدیر"" علامه امینی رو می خوام.شما می دونید طاقچه داره یا نه؟؟",سیری در نهج البلاغه,0.0,83.0,1.0
215,1395/07/17,سلام.من ی مسیحی میشناسم ک 10 بار  نهج البلاغه رو خونده.اونوقت منو شما ک شیعه ایم چند بار؟؟,سیری در نهج البلاغه,0.0,83.0,2.0
216,1394/10/18,کتاب بسیار خوبیه. البته بعضی از قسمت های کتاب مخصوصا در ابتدای کتاب بحث های فلسفی مطرح شده که درکش برای افراد نا اشنا به فلسفه  مقداری مشکله.,سیری در نهج البلاغه,5.0,83.0,2.0
217,1394/09/13,عالی,سیری در نهج البلاغه,5.0,83.0,1.0
218,1394/08/29,تشکر از کتب مفید وارزنده تان موفق باشید,سیری در نهج البلاغه,5.0,83.0,1.0
219,1394/07/13,ممنون,سیری در نهج البلاغه,5.0,83.0,1.0
220,1394/04/19,سلام این برنامه فوق العادست کتابخانه کامل البته امید وارم حداقل هر هفته کتاب اضافه بشه مخصوصا کتاب های رایگان مذهبی اجرتون با خدا,سیری در نهج البلاغه,5.0,83.0,1.0
221,1394/04/16,بسیار  عالی است.اگر بشود که به این نظرم افزار یک گروه مطالعاتی که کتاب های استاد را با هم می خوانند اضافه کنید عالی تر هم می شود.اجرکم عند الله....,سیری در نهج البلاغه,5.0,83.0,1.0
222,1394/04/11,از دیدگاه خودم  بهترین کتابی که کامل وجامع پندهایی رو بدون کم وکاستی در اختیارمون میذاره نهجه البلاغه اس  ؛پیشنهادم اینه ک حتما بخونیدش...بهتون راهو نشون میده....,سیری در نهج البلاغه,5.0,83.0,1.0
223,1394/01/15,"عالیه
دمتون گرم",سیری در نهج البلاغه,5.0,83.0,1.0
224,1393/12/23,mrci,سیری در نهج البلاغه,5.0,83.0,1.0
225,1395/03/14,فوق العاده پربار,علل گرایش به مادیگری,5.0,86.0,0.0
226,1395/08/08,خیلی خوبه,فلسفه تاریخ جلد ۱,5.0,87.0,0.0
227,1395/02/27,خیلی خوبه، من نسخه ی چاپی شو خوندم,فلسفه تاریخ جلد ۱,5.0,87.0,0.0
228,1394/05/21,"سلام و تشکر 
کتاب خوبی است.  کاش مجلد دوم آنرا نیز ارایه کنید",فلسفه تاریخ جلد ۱,5.0,87.0,0.0
229,1398/07/29,"اخلاق چیست؟ نظریات مختلف در باب اخلاق ، مکتب کمونیستی ، ماتریالیستی ، نظریات راسل ، کانت و...، ایرادات و نقایص موجود در هر یک به تفصیل ، اخلاق اسلامی و شرح فلسفه آن ، معیار و مبنای آن ، انحطاط اخلاقی در جوامع و...
موضوعات اصلی کتاب هستند ، استاد ریشه ای و اساسی به موضوع اخلاق پرداخته است.",فلسفه‌ اخلاق,5.0,88.0,3.0
230,1398/01/19,کتب ایشون که رایگانه ، چرا میفروشید ؟؟!!!,فلسفه‌ اخلاق,1.0,88.0,7.0
231,1398/09/05,درود فراوان بر روان پاک شهیدان مخصوصا این شهید عزیز که واقعا هرکدام از کتابهای ایشان درس زندگیست ،تفکرات ایشان درمورد زندگی ،اسلام،اجتماع ،.... بی نظیر است,مساله حجاب,5.0,90.0,3.0
232,1398/08/08,عالی بابا حتما نسخه کاملشو دانلود کنید 💋💖,مساله حجاب,5.0,90.0,5.0
233,1398/07/01,"کتاب خوبی بود اما می‌تونست کامل تر باشه
در کل خوندنش خیلی خوبه و پیشنهاد میشه",مساله حجاب,5.0,90.0,4.0
234,1398/05/30,"متنش خوب و صریح بود
بعضی جاها لذت بردم، بعضی جاهام احساس کردم حرف مفت میرنه و با منطق خودش جور در نمیاد
بالاخره باید کتابای شهید مطهری رو خوند",مساله حجاب,4.0,90.0,0.0
235,1398/05/06,کاملا منطقی و درست مثل بقیه کتابای مطهری,مساله حجاب,5.0,90.0,8.0
236,1398/04/16,واقعا لذت بخشه خوندن کتابی که بیش از ۵۰ سال قبل نوشته شده ولی با خوندنش حس میکنید این کتاب چاپ همین امروز در همین ساعت و در همین لحظه است😄😍شهید زنده ی من,مساله حجاب,5.0,90.0,13.0
237,1398/04/16,"دراین کتاب ابتدا به تاریخچه پوشش در میان ملل پیش از اسلام و پس از ان میپردازد . در ادامه دلایلی ک برای پوشش زن برشمرده اند را تک به تک بررسی ونقد میکند و سپس دلایل اصلی از دید اسلام را ذکر کرده و هریک را توضیح میدهد.
پس از آن به تحلیل ایات مربوط به حجاب در سوره های نور و احزاب میپردازد و ابتدا به دقت مفاهیمی را روشن کرده و سپس نکات و تفسیرهای مختلف مربوط ب انها را مفصلا بیان میکند .",مساله حجاب,5.0,90.0,6.0
238,1398/01/26,عالی. کاملاً اصولی و منطقی بحث رو پیش بردن و به سوالات من پاسخ دادن,مساله حجاب,5.0,90.0,5.0
239,1397/12/22,عالی.منطقی و علمی.,مساله حجاب,5.0,90.0,4.0
240,1397/12/13,"از لحاظ تئوری همه چیز درباره ی حجاب رو در بر داره.(البته کتاب درباره ی نگاه مرد هم بسیار دقیق بحث کرده)
هم عقلی و هم نقلی درباره ی مساءل مختلف حجاب و پوشش و نگاه ، صحبت کرده.
اما...
همه چیز که فقط مساءل تءوری نیست...الان اکثر خانمای بد حجاب میدونن نظر اسلام رو و حتی معتقد به اسلام هم هستن ولی رعایت نمیکنن.
خب راهکارش چیه؟؟؟",مساله حجاب,5.0,90.0,7.0
241,1397/12/10,همه موضوعات مورد بحث رو باز کرده و جواب داده خیلی خوبه برای قانع شدن,مساله حجاب,5.0,90.0,2.0
242,1397/10/02,من در حال مطالعه نسخه چاپی این کتاب(مسئله حجاب) هستم، حتما مطالعه کنید حرفای خیلی بیشتری برای خوندن داره که اصلا خالی از لطف نیست و خیلی مفیده، حتما پاسخ خیلی از سوالاتتون رو دریافت میکنید,مساله حجاب,5.0,90.0,7.0
243,1397/06/11,"تقریبا هر سوالی در مورد حجاب داشتم و نداشتنم در این کتاب بهش پرداخته شده بود
اولین موضوع ٬ تفاوت غیرت و حسادت بود
«غیرت یک شرافت انسانی و یک حساسیت انسانی است نسبت به پاکی و طهارت جامعه‌.انسان غیور همانطور که راضی نمی شود دامن ناموس خودش آلوده گردد٬ راضی نمی شود دامن ناموس اجتماع هم آلوده شود؛ زیرا غیرت غیر از حسادت است؛ حسادت یک امر شخصی اما غیرت یک احساس و عاطفه ی نوع بشری است»
بنظرم در حال حاضرکمبود غیرت بیشتر از کمبود حجاب احساس میشه...حالا ناموس اجتماع پیش کش ناموس خودشونو دریابن",مساله حجاب,5.0,90.0,9.0
244,1397/06/06,میشه لطفا کتاب آزادی معنوی رو هم بذارید؟؟؟,مساله حجاب,5.0,90.0,8.0
245,1397/03/31,عالیه ...این کتاب رونتها غیرمحجبه ها بلکه محجبه ها هم بایدبخونند.نتنها خانم هابلکه آقایون هم بخوانند...اثبات حجاب بادلایل استدلالی عقلی وهمچنین نقلی...,مساله حجاب,5.0,90.0,8.0
246,1397/02/29,خانم ها حتماً این کتاب رو بخونن,مساله حجاب,5.0,90.0,10.0
247,1396/09/28,همین کتاب در فیدیبو سه هزار تومن هست...,مساله حجاب,5.0,90.0,3.0
248,1396/04/17,"با این شرایط حکم استفاده رایگان از این کتاب چیه ؟
ما که رایگان داشتیم و نمیتونیم بخریم.",مساله حجاب,5.0,90.0,1.0
249,1396/03/05,این کتاب ، کتاب صوتی داره.,مساله حجاب,5.0,90.0,0.0
250,1395/10/27,"ببخشید
تکلیف ما که رایگان PDF  رو دانلود کردیم الان طاقچه تبدیلش کرده و پولیش کرده برای دریافت اون نسخه جدیده باید چیکار کنم؟ 
کلا پاک کنم آیا یا راه دیگه ایم هست؟",مساله حجاب,5.0,90.0,0.0
251,1395/10/17,"مدعی خواست که آید به تماشاگه راز  
دست غیب آمد و بر سینه نامحرم زد",مساله حجاب,1.0,90.0,0.0
252,1395/09/18,"هر چه بیشتر به شاخ و برگ گل نظاره می کرد، بیشتر محو زیبایی اش می شد.

دستش را دراز کرد تا در اختیار بگیرد...


ولی خارها مزه درد را به او چشاندند تا دریابد


اگر حفاظی برای گل نبود، چنین با طراوت و زیبا نمی ماند.

آری حجاب همچون حصاریست که زن را از هواهای نفسانی انسان های شیطان صفت درامان نگه میداردو او رابه کمالات الهی می رساند وزیباییش رابیش ازپیش حفظ میکند

همانطور که مولایمان امیرالمومنین علی (ع) دراین زمینه
 می فرمایند：

صیانَةُ المَراَةِ اَنعَمُ لِحالِها وَ اَدوَمُ لِجَمالِها؛

محفوظ بودن زن، برای سلامتی ‌اش مفیدتر است و زیبایی او را با دوام‌تر می ‌کند.

تصنیف غررالحکم و دررالکلم ص 405 ، ح 9286

(قدر حجاب رابدانید)",مساله حجاب,5.0,90.0,5.0
253,1395/09/02,کی گفته رایگان هست؟,مساله حجاب,3.0,90.0,1.0
254,1395/08/30,"از انتشارات صدرا برای تولید نسخه ایپاب این کتاب بسیار ممنونم. 
امیدوارم تمامی کتاب های استاد با این فرمت تهیه شود.",مساله حجاب,5.0,90.0,1.0
255,1395/08/15,"خیلی ها هستند اصلا کتاب رو مطالعه نمیکنن میان اینجا تخیلات و افکار پوسیده خودشونو به اشتراک میزارن.
صرفا جهت اطلاع.",مساله حجاب,5.0,90.0,0.0
256,1395/08/15,"من باینکه خودم چادری هستم ولی مخالفم که بخوای یه عده روبه اجبار محجبه کنن 
فکرنکنم زور اثری داشته باشه",مساله حجاب,1.0,90.0,1.0
257,1395/08/11,میگوید روسری کردن برایم سخت است ولی پوشیدن کفش پاشنه بلند و ساپورت به خواست شیطان برایش راحت تر است تا داشتن حجاب به خواست خدا,مساله حجاب,5.0,90.0,2.0
258,1395/07/06,عالی,مساله حجاب,5.0,90.0,0.0
259,1395/03/20,"با خواندن چند صفحه از این کتاب 
مجبور میشوید آن را زمین نگذارید تا پایانش..
💜💜💜💜",مساله حجاب,5.0,90.0,2.0
260,1394/09/09,عالی است روح خودت و استاد بزرگت علامه طباطبایی شاد,مساله حجاب,5.0,90.0,1.0
261,1394/08/29,شهید مطهری روحت شاد,مساله حجاب,5.0,90.0,0.0
262,1394/06/05,این کتاب از هر نظر بی کم و کاسته,مساله حجاب,5.0,90.0,0.0
263,1395/07/06,با تشکر,مسئله ربا و بانک,5.0,91.0,0.0
264,1394/08/24,عالییییی عالیییییییی عالییییییییییی,مسئله ربا و بانک,5.0,91.0,0.0
265,1394/08/16,نمیشه خوند از بس که ریزه,مسئله ربا و بانک,1.0,91.0,0.0
266,1393/04/14,عالی,مسئله ربا و بانک,5.0,91.0,0.0
267,1398/09/01,نرمافزار استاد مطهری همه کتاب ها رو رایگان گذاشته،من نمیدونم براچی اینجا پولیه 😐,معاد,2.0,93.0,4.0
268,1398/04/29,"این کتاب هم همانند کتاب ""توحید "" به شکل بحث بین استاد و اشخاصی دیگر از جمله اقای بازرگان است. نیمه اول بسیار سلیس و جذاب بود اما پس از ان یکسری مطالب فرعی بیان میشه که برای شخص خود من خسته کننده بود چون از موضوع فاصله گرفت..علتش هم همان شیوه ی مباحثه است که باعث میشه طرفینِ بحث, اشکالات ,سوالات و نظریاتشون رو در خلال بحث اصلی مطرح کنند .به نقد و بررسی دو کتاب مهم هم در این بین پرداخته میشه و موضوع اصلی از دست خواننده مطلب درمیره...مثل همان بحث عنصر سوم.
درمجموع کتاب شامل مطالبیست در قالب اثبات روح, ماهیت انسان ,شخص و شخصیت , ویژگیهای عالم دنیاو اخرت وغیره که شکل اثبات مطلب و رفع اشکالات وارده بر آن را دارد و به مسائل ریشه ای و بنیادی پیرامون معاد میپردازد.",معاد,0.0,93.0,3.0
269,1398/02/05,برای پیدا کردن دیدگاهی مناسب نسبت به مسئله معاد، کتاب مناسبی می باشد.,معاد,5.0,93.0,1.0
270,1397/10/06,چه خبره واقعا؟ چرا قیمت کتاب های شهید مطهری انقدر بالاست؟ مگه ایشون خوشون الان در قید حیات اند؟,معاد,1.0,93.0,2.0
271,1398/06/19,خیلی کتاب مفیدی هست. پیشنهاد میکنم که حتما بخونید تا به بسیاری از سوالاتتون جواب داده بشه. خداوند روح این شهید بزرگوار رو قرین رحمت قرار بده,نظام حقوق زن در اسلام,5.0,95.0,5.0
272,1398/05/09,چرا صوتی این کتابو نمیذارید؟,نظام حقوق زن در اسلام,1.0,95.0,1.0
273,1398/04/05,بسیاری از ابهامات ذهنی ام با توضیحات منطقی این کتاب برطرف شد .,نظام حقوق زن در اسلام,5.0,95.0,5.0
274,1398/03/25,این کتاب رو پیشنهاد میکنم به همه کسانی که در مورد حقوق خانمها در اسلام سوال دارند. کاش شهید مطهری الان بودند و چند شبهه ی دیگه در این زمینه که توی این کتاب نیومده رو ازشون می پرسیدیم😞,نظام حقوق زن در اسلام,5.0,95.0,8.0
275,1397/10/02,چه عجب بالاخره یک کتاب از شهید مطهری توی کتابخانه همگانی گذاشتید. کاش کتاب های دیگر رو هم میذاشتید,نظام حقوق زن در اسلام,5.0,95.0,5.0
276,1397/05/16,این کتاب فیلسوف گرانقدر شهید مطهری رو به همه خاصه خانمهای فمنیست وخانمهایی که بین اسلام وفمنیسم دو به شک هستند توصیه میکنم ،در کتاب نویسنده به طورمستدل ومنطقی به نقد تفکرات فمنیستی زمان خودش ونیز تبیین حقوق زن و پاسخ به شبهاتی که درباره زن در اسلام مطرح میشه پرداخته,نظام حقوق زن در اسلام,5.0,95.0,11.0
277,1397/02/23,از کتاب های خوب، این کتاب در کنار مسئله حجاب با تدریس خوب یکی از اساتید کلی نظرمو عوض کرد.,نظام حقوق زن در اسلام,5.0,95.0,4.0
278,1397/02/22,عالیه واقعا فقط یاد گرفتن یک فمینیست پوسیده رو که حالا خود غرب ازش زده شده رو به کشور ما بیارن وخانواده رو ازهم پاشیده کنن.,نظام حقوق زن در اسلام,5.0,95.0,4.0
279,1396/12/01,"نظرمو پاک کردم....
بیخیال اصن",نظام حقوق زن در اسلام,1.0,95.0,2.0
280,1395/06/28,"کتابهایاستاد شهید مطهری همیشه جز بهترینهاست
ان شاالله‌روحشون قرین رحمت الهی باشه",نظام حقوق زن در اسلام,5.0,95.0,8.0
281,1395/06/19,"چرا کتابای شهید مطهری همش pdf 
چرا نسخه epub نمیزارید",نظام حقوق زن در اسلام,1.0,95.0,3.0
282,1395/01/23,خوندن این کتاب بهم کمک کرد درک درستی از ازدواج داشته باشم و وظایف و حقوق خودم و شریک زندگیم رو بهتر بفهمم .نثر کتاب ساده و قابل فهمه فکر میکنم هر خانم و آقا قبل از ازدواج نیاز داره که این کتاب رو بخونه.روح شهید مطهری قرین رحمت,نظام حقوق زن در اسلام,5.0,95.0,7.0
283,1394/08/27,نخونده فکرمیکردم کلمات سخت وخشک این کتاب رو حتما دربرگرفته ولی بامطالعه نیم ساعته از ش نظرم بسیار تغییرکرد.روان و قابل فهم با ادله درست ک همراه با منطق صحبت فرمودن پیشنهادمیکنم مطالعه کنید,نظام حقوق زن در اسلام,5.0,95.0,5.0
284,1394/07/03,من که هنوز زن نشدم والا,نظام حقوق زن در اسلام,5.0,95.0,1.0
285,1394/05/21,خانم های روشنفکر باید قبل از هر چیزی این کتاب رو بخونند و بعد دیدشون نسبت به فمنیست تغییر میکنه,نظام حقوق زن در اسلام,5.0,95.0,3.0
286,1392/08/13,"Getting Started with iOS

This guide describes how to set up your development environment for Apache Cordova and run a sample Apache Cordova application.

Requirements

Xcode 4.5+
Xcode Command Line Tools
Intel-based computer with Mac OS X Lion or greater (10.7+)
Necessary for installing on device:
Apple iOS device (iPhone, iPad, iPod Touch)
iOS developer certificate
Install the iOS SDK and Apache Cordova

Install Xcode from the Mac App Store or Apple Developer Downloads
Install the Xcode Command Line Tools (Xcode Preferences -> Downloads -> Components -> Command Line Tools -> Install).
Download the latest release of Apache Cordova
extract its contents
Apache Cordova iOS is found under lib/ios
Install CordovaLib

Download the Cordova source
Extract the source to their final permanent location on your hard drive (for example, to ~/Documents/Cordova-2.X.X)
There is no step 3
Create a New Project

Launch Terminal.app
Drag the bin folder (located in the permanent folder location of Cordova, from the ""Install CordovaLib"" section above) to the Terminal.app icon in your Dock, it should launch a new Terminal window
Type in ./create <project_folder_path> <package_name> <project_name> then press ""Enter""

<project_folder_path> is the path to your new Cordova iOS project (it must be empty if it exists)
<package_name> is the package name, following reverse-domain style convention
<project_name> is the project name


Locate your new project folder that you just created

Launch the .xcodeproj file in the folder
Note: Starting with Cordova 2.2, the project will have a copy of CordovaLib within it instead of having a dependency on the copy of CordovaLib from your Cordova installation.

If you would like your project to depend directly on your Cordova installation's version of CordovaLib, you can use: ./create --shared, or change the project reference after creation using: ./update_cordova_subproject path/to/you/project.

Deploy to Simulator

Change the Target in the Scheme drop-down menu on the toolbar to ""HelloWorld"" (your project name)
Change the Active SDK in the Scheme drop-down menu on the toolbar to iOS [version] Simulator



Select the Run button in your project window's toolbar

Deploy to Device

Open HelloWorld-Info.plist, under the Resources group
Change BundleIdentifier to the identifier provided by Apple or your own bundle identifier
If you have a developer license, you can run the Assistant to register your app
Change the Target in the Scheme drop-down menu on the toolbar to ""HelloWorld"" (your project name)
Change the Active SDK in the Scheme drop-down menu on the toolbar to [Your Device Name]

You will need to have your device connected via USB


Select the Run button in your project window's toolbar

Results

You should see the screen below, with a pulsating green ""device is ready"" message



Problems in Xcode

If you have compilation problems related to missing headers, the build products should build into the same build directory. You may need to set the preference ""Xcode Preferences -> Locations -> Derived Data -> Advanced…"" to ""Unique"". This is the default setting for Xcode on a fresh new install, if you upgraded from older versions of Xcode, you might have a legacy preference in there that you need to update.

Build Your App

You now have an Xcode project setup and you can build and run on the Simulator and device. It is important to understand that you do not need to use Xcode to write your web application. You can use your favourite text editor and simply rebuild your project using Xcode, or the command-line tools in your project folder (under the cordova sub-folder) Xcode will automatically detect the files that are changed in www.

Problems in the Command Line Tools

If you see this error: ""Error: No developer directory found at /Developer. Run /usr/bin/xcode-select to update the developer directory path."" Run this to set your Developer folder:

    sudo /usr/bin/xcode-select -switch /Applications/Xcode.app/Contents/Developer",نهضت‌های اسلامی در صد سال اخیر,3.0,96.0,0.0
287,1396/09/11,ایا این کتاب رایگان است؟,وحی و نبوت,0.0,97.0,0.0
288,1395/07/28,لطفا فایل epub کتابهای استاد مطهری قرار بدید,وحی و نبوت,2.0,97.0,0.0
289,1394/08/24,"سلام
درکل کتاب های شهید مطهری عالی هستند.",وحی و نبوت,5.0,97.0,0.0
290,1392/09/05,پنج ستاره!!!,ولاءها و ولایت‌ها,5.0,98.0,0.0
291,1395/01/25,لطفا کتابهایی با این کیفیت نذارید.منظورم فرمت ارائه شدست.خیلی ریزه,آنچه از شرکت‌های موفق آموخته‌ایم,1.0,99.0,0.0
292,1393/08/09,خوبه. ازین بهتر میتونست باشه به مراتب,آنچه از شرکت‌های موفق آموخته‌ایم,3.0,99.0,0.0
293,1392/12/18,عالیه,آنچه از شرکت‌های موفق آموخته‌ایم,5.0,99.0,0.0
